id,Column1,date,article_type,title,url,Scholar,Activist,Monumental Memorialization,Mention of Scholarly Work,Social/Political Advocacy,Coalition Building,Out of the Mouth of Academics,Out of the Mouth of Activists,Collective Synecdoche,passage
12,23,10/6/20,Opinion,America May Need International Intervention,https://www.nytimes.com/2020/10/06/opinion/us-united-nations-election.html,,,,,1,,,,1,"Americans are not so inherently virtuous that they can safely disregard the moral discipline that international oversight provides. Wells-Barnett, Du Bois and Robeson understood that from brutal, firsthand experience. Now that Mr. Biden and other white Democrats are tasting disenfranchisement themselves, they need to learn that lesson, too."
13,9,2/4/22,Opinion,The Backlash Against C.R.T. Shows That Republicans Are Losing Ground,https://www.nytimes.com/2022/02/04/opinion/crt-backlash-du-bois.html,1,,,1,1,,1,,,"Last fall, around the same time that Republican lawmakers in several states were drafting and championing these bills, the Library of America — a nonprofit publisher of significant works in American writing and literature — released its edition of W.E.B. Du Bois’s groundbreaking “Black Reconstruction in America: An Essay Toward a History of the Part which Black Folk Played in the Attempt to Reconstruct Democracy in America, 1860-1880.” There is no direct connection between the book’s republication and the wave of educational gag orders around race and racism. Nonetheless, there is something fortuitous in how Du Bois, writing from 1935, comments on and critiques the politics of history in 2022. The concluding chapter of “Black Reconstruction,” “The Propaganda of History,” is a polemical essay on the uses and abuses of historical narrative as well as a heated attack on the mainstream of American history writing as it existed in the 1920s and ’30s, when Du Bois’s book was conceived, researched and written. Du Bois excoriates those historians for acting less as “scientists” in search of something like objective truth and more as propagandists for a social and economic order of segregation, violence and exploitation:"
14,226,9/9/81,Obituaries,"ROY WILKINS, 50-YEAR VETERAN OF CIVIL RIGHTS FIGHT, IS DEAD",https://www.nytimes.com/1981/09/09/obituaries/roy-wilkins-50-year-veteran-of-civil-rights-fight-is-dead.html,,,,,,1,,,,"The same year Mr. Wilkins succeeded W. E. B. Du Bois as editor of The Crisis, the official N.A.A.C.P. magazine, while continuing as a writer, lecturer and organizer for the association. In 1949 his mentor, Mr. White, took a year's leave and Mr. Wilkins became acting executive secretary. On Mr. White's return, Mr. Wilkins became administrator of internal affairs, a post he held until Mr. White died in 1955. At that time the N.A.A.C.P. board voted unanimously to make Mr. Wilkins executive secretary, a title later changed to executive director. p.u. 1st add WILKINS OBIT"
15,186,7/22/16,New York,Dignity in Death for Black Families at a Brooklyn Funeral Home,https://www.nytimes.com/2016/07/24/nyregion/at-a-funeral-home-in-brooklyn-the-hard-business-of-goodbye.html,1,,,1,1,,,,,"In that era, many slaves conceived of death as a kind of emancipation — one that might bring the soul home to Africa. W. E. B. Du Bois described this feeling in “The Souls of Black Folk,” writing, “Of death the Negro showed little fear, but talked of it familiarly and even fondly as simply crossing the waters, perhaps — who knows? — back to his ancient forests again.”"
16,189,9/15/91,Magazine,Princeton's Public Intellectual,https://www.nytimes.com/1991/09/15/magazine/princeton-s-public-intellectual.html,,,1,,1,,1,,,"Two years later, West returned to Harvard as a Du Bois Fellow. Instead of writing his thesis, he devoted himself to literature. Like any aspiring literary intellectual, West had to write a novel: his was about the dilemma of a black intellectual who wants to write but recognizes that the great riches of the black tradition lie primarily in its music and oratory. The protagonist goes deaf and, unable to hear the music that has sustained him, tries to recapture it with his pen. The novel was never published. While a Du Bois Fellow, West was married and had a son, Clifton, supporting his family by teaching. (That marriage and a later one both ended in divorce.) ""The first thing I ever taught was a class on 'Antigone,' in which a student thought I was a janitor and asked me to get more chairs. I brought the chairs in, and when the rest of the class got there, I stood up and started to lecture on Antigone's famous love song about human beings being so noble on the one hand and so cruel on the other."""
17,33,5/10/87,World,DU BOIS STILL A GREAT HERO TO GHANAIANS,https://www.nytimes.com/1987/05/10/world/du-bois-still-a-great-hero-to-ghanaians.html,,1,1,,1,1,,1,,"But in this West African city, where streets are named for African states and for leaders of the African independence movement, Du Bois is revered as the father of Pan-Africanism. ''Du Bois still has great influence on us,'' Ghana's Foreign Minister, Obed Asamoah, said in an interview here. Ghana's Pan-Africanist foreign policy was evident last October, when the Government declared five days of mourning in honor of Samora M. Machel, the Mozambique leader who was killed in a plane crash in South Africa. Seeds of African Independence In the first half of this century, Du Bois organized five Pan-African congresses, meetings that planted the seeds for the crop of independent nations that sprang up in Africa in the 1960's. Almost a quarter of a century after Du Bois's death, the Pan-Africanist outlook can be seen in the joint pressure mounted by Africans and black Americans to win majority rule for South-West African, known as Namibia, and South Africa. Pan-Africanists have also encountered setbacks. For now, Du Bois's ideal of a United States of Africa seems far out of reach. One symbol of modern Africa's nationalist rivalries was Nigeria's abrupt expulsion - enforced with pistols and whips - of a million illegal workers from Ghana in 1983. The center, which is gathering his books, papers and other memorabilia, is in his bungalow on a quiet residential street here. The one-story Du Bois house has overhanging eaves to block the afternoon sun, ceiling fans to cool the interior and holes cut in closets to reduce mildew."
18,10,2/4/22,Opinion,The Backlash Against C.R.T. Shows That Republicans Are Losing Ground,https://www.nytimes.com/2022/02/04/opinion/crt-backlash-du-bois.html,1,,,1,1,,,,,"Du Bois, by his own account, is “astonished” by the idea that the evil of history must be “forgotten, distorted, skimmed over.”"
19,45,2/1/16,Education Life,Black America and the Class Divide,https://www.nytimes.com/2016/02/07/education/edlife/black-america-and-the-class-divide.html,1,1,,1,1,,,,1,"Consider them, instead, the grandchildren of Du Bois’s “talented 10th,” taking their cues, wittingly or unwittingly, from the challenge that he and the civil rights activists of the ’60s issued to black leadership. Many of today’s black activists are the children of middle- and upper-middle-class parents — the affirmative action generation — and may be realizing, as Charlayne Hunter-Gault put it to me, “that privilege doesn’t always translate as they thought it would.”"
20,47,6/27/99,New York,IN BRIEF; MacArthur Grants Go to 3 in the State,https://www.nytimes.com/1999/06/27/nyregion/in-brief-macarthur-grants-go-to-3-in-the-state.html,,,,,,,1,,,"An award of $375,000 went to David Levering Lewis, the Rutgers professor who won a Pulitzer Prize in 1994 for the first volume of a biography, ''W. E. B. Du Bois: Biography of a Race.''"
21,122,11/2/91,New York,Student Tells CUNY Aides of Jeffries Death Threat,https://www.nytimes.com/1991/11/02/nyregion/student-tells-cuny-aides-of-jeffries-death-threat.html,,,1,,,,,,,"Mr. Morgan, a 27-year-old anthropology student at Harvard, has accused Dr. Jeffries of threatening him during an Oct. 18 interview at City College. He said Dr. Jeffries made derogatory comments about several people, including Henry Louis Gates Jr., the director of the W. E. B. Du Bois Institute for African-American Research at Harvard, and then warned him not to publish his remarks."
22,214,5/3/15,T Magazine,Ashley and JaQuavis Coleman: Kiss Kiss Bang Bang,https://tmagazine.blogs.nytimes.com/2015/05/03/ashley-jaquavis-coleman-profile,,,,,,,,,,"The luridness of street lit has made it a flashpoint, inciting controversy reminiscent of the hip-hop culture wars of the 1980s and ’90s. But the street-lit debate touches deeper historical roots, reviving decades-old
                                arguments in black literary circles about the mandate to uplift the race and present wholesome images of African-Americans. In 1928, W. E. B. Du Bois slammed the “licentiousness” of “
                                Home to Harlem,” Claude McKay’s rollicking novel of Harlem nightlife. McKay’s book, Du Bois wrote, “for the most part nauseates
                                me, and after the dirtier parts of its filth I feel distinctly like taking a bath.” Similar sentiments have greeted 21st-century street lit. In a 2006 New York Times Op-Ed essay, the journalist and author Nick Chiles
                                decried “the sexualization and degradation of black fiction.” African-American bookstores, Chiles complained, are “overrun with novels that . . . appeal exclusively to our most prurient
                                natures — as if these nasty books were pairing off back in the stockrooms like little paperback rabbits and churning out even more graphic offspring that make Ralph Ellison books cringe into a dusty corner.”"
23,54,7/7/02,New York,"IN PERSON; His and Hers, For History's Sake",https://www.nytimes.com/2002/07/07/nyregion/in-person-his-and-hers-for-history-s-sake.html,,,,,,,1,,,"Dr. Lewis began the Du Bois project in 1985. He traveled thousands of miles - sometimes with Ms. Stewart -- across America, the former Soviet Union, West Africa and Mexico and interviewed 200 people."
24,88,11/4/98,Opinion,"Rethinking Jefferson, the Man and President",https://www.nytimes.com/1998/11/04/opinion/l-rethinking-jefferson-the-man-and-president-691399.html,1,,,,1,,,,1,"Orlando Patterson (Op-Ed, Nov. 2) asserts that for many African-Americans and some scholars ''Jefferson's contradictions were . . . more reason for a separatist interpretation'' of America's racist legacy. Yet any serious reading of the work of mainstream black intellectuals whose lives were devoted to inclusion rather than separatism, like Frederick Douglass, W. E. B. Du Bois and the Rev. Dr. Martin Luther King Jr., would not support that assertion."
25,105,7/6/90,Opinion,How Campus Separatism Can Begin to End;   The Road Ahead,https://www.nytimes.com/1990/07/06/opinion/l-how-campus-separatism-can-begin-to-end-the-road-ahead-601890.html,1,,,1,1,,,,,"In 1903, Dr. W. E. B. Du Bois wrote that the problem of the 20th century is the problem of the color line. Unfortunately, it looks as though that will be true for the next century, at least. The color line will not disappear without the unremitting efforts of all true democrats, and there is no comprehensive guidebook for the travel ahead. Intelligence is the ability to solve new problems."
26,11,2/4/22,Opinion,The Backlash Against C.R.T. Shows That Republicans Are Losing Ground,https://www.nytimes.com/2022/02/04/opinion/crt-backlash-du-bois.html,1,,,,1,1,,,,"Du Bois, who studied at the University of Berlin with some of the most acclaimed scholars of his day and who was the first Black American to receive a doctorate from Harvard, believed that history should aspire to be something like a science. And if that was to be the case, “if the record of human action is going to be set down with that accuracy and faithfulness of detail which will allow its use as a measuring rod and guidepost for the future of nations,” then in his view, “there must be set some standards of ethics in research and interpretation.” Du Bois’s view was that, when it came to Reconstruction and the “American Negro,” American historians had fallen far short of that ideal. Instead, they produced — for the consumption of both students and the general public — a history that cast Reconstruction as a “disgraceful attempt to subject white people to ignorant Negro rule.” Rather than treat history as “a science or as an art using the results of science,” they had used it as a tool of “pleasure and amusement, for inflating our national ego, and giving us a false but pleasurable sense of accomplishment.” This history, wrote Du Bois, existed only to “influence and educate the new generation along the way we wish,” where “we” meant the existing power structure."
27,118,6/17/15,Opinion,Rachel Dolezal’s Unintended Gift to America,https://www.nytimes.com/2015/06/17/opinion/rachel-dolezals-unintended-gift-to-america.html,1,,,1,1,,,,,"In the early 19th century, Thomas Jefferson relied on elaborate mathematical equations to determine when a “mulatto” legally became a white person. Charles W. Chesnutt, a racially ambiguous writer, asked “What Is a White Man?” in an 1889 essay and poked fun at the laws that allowed a person to change his or her racial designation by walking across a state line. How was it possible, Chesnutt wondered, that the same person could be classified as black in North Carolina but white in South Carolina? Even W. E. B. Du Bois had trouble formulating a theoretically accurate account of racial identity, so he put it simply: A black man is “a person who must ride ‘Jim Crow’ in Georgia.” But his statement still leaves us with a puzzle: What would a black man be without Jim Crow to define him?"
28,4,10/25/22,Opinion,Why I Keep Coming Back to Reconstruction,https://www.nytimes.com/2022/10/25/opinion/reconstruction-civil-war-du-bois.html,1,,,1,1,,,,,"The term “abolition-democracy” began with Du Bois and is worth further exploration. Abolition-democracy, Du Bois writes, was the “liberal movement among both laborers and small capitalists” who saw “the danger of slavery to both capital and labor.” Its standard-bearers were abolitionists like Wendell Phillips and radical antislavery politicians like Charles Sumner and Thaddeus Stevens, and in its eyes, “the only real object” of the Civil War was the abolition of slavery and “it was convinced that this could be thoroughly accomplished only if the emancipated Negroes became free citizens and voters.” It was also clear to some within abolition-democracy that “freedom in order to be free required a minimum of capital in addition to political rights.” In this way, abolition-democracy was an anticipation of social democratic ideology, although few of its proponents, in Du Bois’s view, grasped the full significance of their analysis of the relationship between political freedom, civil rights and economic security. Opposing abolition-democracy, in Du Bois’s telling, were the reactionaries of the former Confederate South who sought to “re-establish slavery by force.” The South, he writes, “opposed Negro education, opposed land and capital for Negroes, and violently and bitterly opposed any political power. It fought every conception inch by inch: no real emancipation, limited civil rights, no Negro schools, no votes for Negroes.” Between these two sides lay Northern industry and capital. It wanted profits and it would join whichever force enabled it to expand its power and reach. Initially, this meant abolition-democracy, as Northern industry feared the return of a South that might threaten its political and economic dominance. It “swung inevitably toward democracy” rather than allow the “continuation of Southern oligarchy,” Du Bois writes."
29,58,11/7/93,New York,ABOUT BOOKS,https://www.nytimes.com/1993/11/07/nyregion/about-books.html,,,,,,,,,,"""The Remaking"" includes Mr. Smith's gibes at the State Department of Higher Education for what he says was its lack of financing and conveys immense pride for his college's response to the county's changing demographic and financial needs. W. E. B. Du Bois And His Times"
30,157,8/27/76,Archives,No Welcome Mat For Marxist Scholars,https://www.nytimes.com/1976/08/27/archives/no-welcome-mat-for-marxist-scholars.html,1,,,,1,,,,1,"The late C. Wright Mills—isolated and harassed because of his radicalism —once remarked that all social science for the past century and a halt is a dialogue with Marx. I think he was right. One will find upon examining the writings of American scholars such as Charles A. Beard, John R. Commons, Albion W. Small, Thorstein Veblen, W. E. B. Du Bois and E. R. A. Seligman that though most did not find Marxism fully persuasive, they all treated Marxism as one of the most illuminating forms of thought in existence"
31,34,5/10/87,World,DU BOIS STILL A GREAT HERO TO GHANAIANS,https://www.nytimes.com/1987/05/10/world/du-bois-still-a-great-hero-to-ghanaians.html,,,,,1,,,1,,"Some Ghanaians and Americans here say that the recent tributes paid Du Bois are part of an attempt by Ghana's Government to rehabilitate Kwame Nkrumah, Ghana's first President. Mr. Nkrumah, a Socialist, was overthrown in a 1966 army coup and died in exile. Ghana's current Government is reviewing designs for Accra's first large memorial to Mr. Nkrumah."
32,217,8/2/92,Magazine,Learning to Talk of Race,https://www.nytimes.com/1992/08/02/magazine/learning-to-talk-of-race.html,1,,,1,1,,,1,,"The common denominator of these views of race is that each still sees black people as a ""problem people,"" in the words of Dorothy I. Height, president of the National Council of Negro Women, rather than as fellow American citizens with problems. Her words echo the poignant ""unasked question"" of W. E. B. Du Bois, who wrote: ""They approach me in a half-hesitant sort of way, eye me curiously or compassionately, and then instead of saying directly, How does it feel to be a problem? they say, I know an excellent colored man in my town. . . . Do not these Southern outrages make your blood boil? At these I smile, or am interested, or reduce the boiling to a simmer, as the occasion may require. To the real question, How does it feel to be a problem? I answer seldom a word."" Nearly a century later, we confine discussions about race in America to the ""problems"" black people pose for whites rather than considering what this way of viewing black people reveals about us as a nation."
33,162,2/13/94,Opinion,The Unpatriotic Academy,https://www.nytimes.com/1994/02/13/opinion/the-unpatriotic-academy.html,,,,,,,1,1,1,"That is the desire to which the Rev. Dr. Martin Luther King Jr. appealed, and he is somebody every American can be proud of. It is just as appropriate for white Americans to take pride in Dr. King and in his (limited) success as for black Americans to take pride in Ralph Waldo Emerson and John Dewey and their (limited) successes. Cornel West wrote a book -- ""The American Evasion of Philosophy"" -- about the connections between Emerson, Dewey, W. E. B. Du Bois and his own preaching in African-American churches. The late Irving Howe, whose ""World of Our Fathers"" did much to make us aware that we are a nation of immigrants, also tried to persuade us (in ""The American Newness: Culture and Politics in the Age of Emerson"") to cherish a distinctively American, distinctively Emersonian, hope."
34,94,6/15/91,Opinion,Isn't It Odd to Learn Only About White Males?; Good and Great Books,https://www.nytimes.com/1991/06/15/opinion/l-isn-t-it-odd-to-learn-only-about-white-males-good-and-great-books-666591.html,,,,,,,,,1,"This claim is itself open to argument, which is why I included it in the article. But it does no service to the cause of multicultural literature to stretch it beyond recognition as Mr. Gates has mistakenly done. I cannot imagine in a world filled with the works of W. E. B. Du Bois, James Baldwin, Richard Wright, Toni Morrison and even Henry Louis Gates that Mr. Adler would not consider the statement attributed to him to be preposterous. ERIC ALTERMAN Washington, May 26, 1991"
35,173,3/20/94,Opinion,"White Outrage, Black Suspicion",https://www.nytimes.com/1994/03/20/opinion/white-outrage-black-suspicion.html,,1,,,1,,,,1,"Part of the reason for our reluctance to engage in such public criticism is historical. For generations, whites have called on black leaders to denounce other blacks' offensive or radical ideas. Many leaders have actually been denounced as a result of such pleas, leading to crippling battles among black political leaders. Betrayals and self-defeating efforts to exclude rival leaders have undermined hard-fought efforts to gain and hold political power all across the country. While few of us may know the history of the battles between Marcus Garvey and W. E. B. Du Bois, many still remember the repeated calls for ""responsible"" black leaders to denounce the unlawful tactics and ""radical"" goals of the Rev. Dr. Martin Luther King Jr."
36,200,4/13/86,New York,272 TO SHARE $5.9 MILLION IN GUGGENHEIM AWARDS,https://www.nytimes.com/1986/04/13/nyregion/272-to-share-5.9-million-in-guggenheim-awards.html,,,,,,,1,,,"NEW JERSEY Elihu Abrahams, Bernard Serin Professor of Physics, Rutgers University: theoretical studies in condensed matter physics. David Bromwich, associate professor of English, Princeton University: modernism and modernity in English poetry. Petra ten-Doesschate Chu, professor of art history, Seton Hall University: a critical edition of the letters of Gustave Courbet. Joan DeJean, professor of Romance languages and literatures, Princeton: 17th-century French women writers and the development of the modern novel. Alban K. Forcione, Walter S. Carpenter Jr. Professor of the Language, Literature, and Civilization of Spain and professor of comparative literature and Romance languages and literatures, Princeton: perspectives on the literature of the European baroque. David Levering Lewis, Martin Luther King Jr. Professor of History, Rutgers: the life and times of W. E. B. Du Bois. George A. Miller, James S. McDonnell Distinguished University Professor of Psychology, Princeton: the organization of lexical memory. Sylvia Molloy, Emory L. Ford Professor of Spanish and professor of Romance languages and literatures, Princeton: Spanish-American autobiographical writing of the 19th and 20th centuries. Suzanne Nash, professor of Romance languages and literatures, Princeton: the representation of Germany in French travel literature, 1800-1848. David L. Quint, associate professor of comparative literature, Princeton: epic poetry and the political ideology of imperialism. Theodore Weiss, poet, William and Anne S. Paton"
37,199,6/15/00,New York,Landmark Status For Harlem Buildings; District Holds Hub of Black Culture,https://www.nytimes.com/2000/06/15/nyregion/landmark-status-for-harlem-buildings-district-holds-hub-of-black-culture.html,,,,,,,,,1,"As they gazed up the hill from ''the valley,'' as central Harlem was sometimes called, Harlemites saw a shimmering bluff that would, from 1929 until midcentury, become a hub of elite black society. The names of those who lived there read like a Who's Who of black history: Ralph Ellison, Thurgood Marshall, Joe Louis, W. E. B. Du Bois, James Baldwin, Adam Clayton Powell Sr., Zora Neale Hurston, Duke Ellington and Paul Robeson, to name a few."
38,150,5/15/00,U.S.,PUBLIC LIVES; His Civil Rights Challenge: Equal Access to Technology,https://www.nytimes.com/2000/05/15/us/public-lives-his-civil-rights-challenge-equal-access-to-technology.html,1,,,1,1,,,,,"'I believe one of the main civil rights challenges of this new millennium is the challenge of ensuring equal access to technology,'' he said. ''W. E. B. Du Bois said, 'The problem of the 20th century is the problem of the color line.' At the dawn of this century, our challenge is preventing the color line from determining who is online.''"
39,18,4/30/19,Obituaries,"Martin Kilson, Scholar and Racial Pathbreaker at Harvard, Dies at 88",https://www.nytimes.com/2019/04/30/obituaries/martin-kilson-dead.html,,,,,,,1,,1,"Writing in Black Commentator, an online journal, Professor Kilson called the use of the epithet an insult to black people and to former Harvard teachers like Du Bois, Ralph J. Bunche and John Hope Franklin."
40,161,4/17/01,New York,NEWS SUMMARY,https://www.nytimes.com/2001/04/17/nyregion/news-summary-896837.html,,,,,,,,,,"The New York Times, The Wall Street Journal, The Chicago Tribune and The Oregonian in Portland each received two awards. The author David Levering Lewis was among the winners in the arts for ''W. E. B. Du Bois: The Fight for Equality and the American Century, 1919-1963.'' B8"
41,131,6/10/92,Opinion,"Listen, Suburbs, the Cities Aren't Going Away; The Ones Left Behind",https://www.nytimes.com/1992/06/10/opinion/l-listen-suburbs-the-cities-aren-t-going-away-the-ones-left-behind-823192.html,,,,1,1,,,,,"The ""talented tenth,"" a concept celebrated by W. E. B. Du Bois, have prospered as a result of affirmative action. Colin Powell, Jesse Jackson, Gov. Douglas Wilder and most of those testifying at the Senate hearings before the appointment of Associate Justice Clarence Thomas all demonstrate the effectiveness of affirmative action programs for superior African-Americans."
42,128,7/13/00,U.S.,THE 2000 CAMPAIGN; In His Own Words,https://www.nytimes.com/2000/07/13/us/the-2000-campaign-in-his-own-words-190845.html,,1,,,1,1,,,,"'' W. E. B. Du Bois described the N.A.A.C.P.'s mission this way: ''the discovering and redress of cases of injustice.'' The N.A.A.C.P. has always championed the people, not the powerful; the weak and the weary, not the well off and the well connected."
43,148,12/19/99,U.S.,"C. Vann Woodward, Historian Who Wrote Extensively About the South, Dies at 91",https://www.nytimes.com/1999/12/19/us/c-vann-woodward-historian-who-wrote-extensively-about-the-south-dies-at-91.html,,,,,,,,,,"While in New York he met Langston Hughes, whose poetry he admired, and got to know the principals of the Harlem Renaissance. At one point, he thought he might write his thesis on W. E. B. Du Bois. But according to Mr. Woodward, Mr. Du Bois heard his Southern accent and backed off."
44,141,11/3/96,Education,Can Harvard's Powerhouse Alter the Course of Black Studies?,https://www.nytimes.com/1996/11/03/education/can-harvard-s-powerhouse-alter-the-course-of-black-studies.html,,,,,1,,,,,"''But she's got relatives and friends broke as the 10 Commandments,'' he said. ''Just focusing on Oprah won't show us how the race problem can be solved. It's more complex than that. Du Bois said begin with art, because art tries to take us outside of ourselves. It's a matter of trying to create an atmosphere and a context so conversation can flow back and forth, and we can be influenced by each other.''"
45,100,4/17/01,New York,Pulitzer Prizes Include 3 for News Coverage of Immigration and Ethnic Complexity,https://www.nytimes.com/2001/04/17/nyregion/pulitzer-prizes-include-3-for-news-coverage-of-immigration-and-ethnic-complexity.html,,,,,1,,,,,"Mr. Lewis, who met Du Bois as a child, told one interviewer that he had sought to present ''a conflicted figure whose attempt to achieve his ideals caused him to contradict many of them.''"
46,67,4/17/01,New York,The Pulitzer Prizes,https://www.nytimes.com/2001/04/17/nyregion/the-pulitzer-prizes.html,,,,,,,,,,"BIOGRAPHY: ''W. E. B. Du Bois: The Fight for Equality and the American Century, 1919-1963,'' by David Levering Lewis."
